AIZR;RIGL;Receive (Join);1
AIZR;RIH;Receive (Join);4
AIZR;RIMR;Send;1
AIZR;RIMR;Send;3
AIZR;RIR;Receive;4
AIZR;RIR;Receive (Join);1
AIZR;SMBDR;Send;5
AIZR;SMBVR;Send;3
AIZR;SMDDR;Send;1
ALA;ADEL;Send;1
ALA;ADER;Receive (Join);1
ALA;ADLL;Receive;2
ALA;AVAL;Send;1
ALA;AVEL;Send;2
ALA;AVER;Send;1
ALA;AVER;Send;1
ALA;RID;GapJunction;1
ALA;RMDR;Send;1
ALML;AIML;Receive (Join);1
ALML;AVDR;Send;1
ALML;AVEL;Send;1
ALML;AVM;GapJunction;1
ALML;BDUL;Send;5
ALML;BDUL;Send;1
ALML;CEPDL;Send;3
ALML;CEPVL;Send;2
ALML;PVCL;Send;2
ALML;PVCL;Send;2
ALML;PVCR;Send;1
ALML;PVCR;Send;1
ALML;PVR;GapJunction;1
ALML;RIFL;Receive (Join);2
ALML;RMDDR;Send;1
ALML;RMGL;Receive (Join);1
ALML;RMGL;Send;1
ALML;SDQL;Receive (Join);1
ALML;SDQL;Send;1
ALMR;AVM;GapJunction;1
ALMR;BDUR;Receive (Join);1
ALMR;BDUR;Send;5
ALMR;CEPDR;Send;1
ALMR;CEPVR;Send;1
ALMR;PVCR;Send;3
ALMR;RMDDL;Send;1
ALMR;SIADL;Send;1
ALNL;RIGL;Receive (Join);1
ALNL;RMGL;Receive (Join);1
ALNL;SAAVL;Receive (Join);1
ALNL;SAAVL;Send;3
ALNL;SMBDR;Send;2
ALNL;SMBDR;GapJunction;1
ALNL;SMDVL;Send;1
ALNR;ADER;Send;1
ALNR;RIGR;Receive (Join);1
ALNR;RMGR;Receive (Join);1
ALNR;RMHR;Send;1
ALNR;SAAVR;Send;2
ALNR;SMBDL;Send;2
ALNR;SMDDR;Send;1
ALNR;SMDVL;Send;1
AQR;AVAL;Send;1
AQR;AVAL;Send;1
AQR;AVAR;Send;1
AQR;AVAR;Send;2
AQR;AVBL;Send;1
AQR;AVBL;Send;2
AQR;AVBL;GapJunction;1
AQR;AVBR;Send;4
AQR;AVDL;Send;1
AQR;AVDR;Send;1
AQR;AVHR;Receive (Join);2
AQR;AVJL;Send;1
AQR;AVKL;GapJunction;2
AQR;AVKR;GapJunction;1
AQR;BAGL;Send;2
AQR;BAGR;Send;2
AQR;DVA;Receive;1
AQR;DVA;Receive (Join);3
AQR;PVCR;Receive (Join);1
AQR;PVCR;Send;2
AQR;PVPL;Receive (Join);1
AQR;PVPL;Send;1
AQR;PVPL;GapJunction;7
AQR;PVPR;Receive (Join);2
AQR;PVPR;GapJunction;9
AQR;RIAL;Send;1
AQR;RIAL;Send;2
AQR;RIAR;Send;1
AQR;RIAR;Send;1
AQR;RIGL;GapJunction;2
AQR;RIGR;GapJunction;1
AQR;URXL;Send;1
